review,rating,date,bank,source,sentiment_score,sentiment
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,7/25/2024,Bank of Abyssinia,Google Play,-0.2023,Negative
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8 , which is v.funny.",1,7/25/2024,Bank of Abyssinia,Google Play,0,Neutral
Corrupted and poor app,1,7/24/2024,Bank of Abyssinia,Google Play,-0.4767,Negative
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,7/24/2024,Bank of Abyssinia,Google Play,0.4118,Positive
FIX YOUR Apollo!! You guys where the best ???,1,7/23/2024,Bank of Abyssinia,Google Play,0.8983,Positive
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,7/23/2024,Bank of Abyssinia,Google Play,0,Neutral
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,7/23/2024,Bank of Abyssinia,Google Play,-0.4779,Negative
Poor application. It turned off by itself,1,7/23/2024,Bank of Abyssinia,Google Play,-0.4767,Negative
Allowed,5,7/23/2024,Bank of Abyssinia,Google Play,0,Neutral
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,7/23/2024,Bank of Abyssinia,Google Play,-0.2263,Negative
we want international mobile banking,1,7/22/2024,Bank of Abyssinia,Google Play,0.0772,Positive
"screenshot isn't working, Please modify it",2,7/22/2024,Bank of Abyssinia,Google Play,-0.2411,Negative
Naziriet measho 89160437,1,7/22/2024,Bank of Abyssinia,Google Play,0,Neutral
Ahmed Mohammed husen,3,7/21/2024,Bank of Abyssinia,Google Play,0,Neutral
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,7/19/2024,Bank of Abyssinia,Google Play,0.25,Positive
I have experiance,5,7/19/2024,Bank of Abyssinia,Google Play,0,Neutral
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,7/19/2024,Bank of Abyssinia,Google Play,-0.4019,Negative
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,7/19/2024,Bank of Abyssinia,Google Play,0.744,Positive
·?≠·?≠·?≠·çç,3,7/19/2024,Bank of Abyssinia,Google Play,0,Neutral
The previous application is much better than this one,1,7/18/2024,Bank of Abyssinia,Google Play,0.4404,Positive
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,7/18/2024,Bank of Abyssinia,Google Play,0.7506,Positive
mal,5,7/16/2024,Bank of Abyssinia,Google Play,0,Neutral
It is not working at all,1,7/16/2024,Bank of Abyssinia,Google Play,0,Neutral
The poorest mobile banking survice ever. Only error reports frequently,1,7/16/2024,Bank of Abyssinia,Google Play,-0.7351,Negative
????????????,1,7/16/2024,Bank of Abyssinia,Google Play,-0.9081,Negative
??°??°??°??°??°??°??°,1,7/15/2024,Bank of Abyssinia,Google Play,0,Neutral
The worst banking app,1,7/15/2024,Bank of Abyssinia,Google Play,-0.6249,Negative
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,7/15/2024,Bank of Abyssinia,Google Play,-0.1027,Negative
No work app,5,7/15/2024,Bank of Abyssinia,Google Play,-0.296,Negative
Is ok but stop sundenly,5,7/15/2024,Bank of Abyssinia,Google Play,-0.296,Negative
?§∑?§∑?§∑,3,7/15/2024,Bank of Abyssinia,Google Play,0,Neutral
experienced,5,7/14/2024,Bank of Abyssinia,Google Play,0,Neutral
Very poor app. Its Always cresh and not compatible,2,7/13/2024,Bank of Abyssinia,Google Play,-0.5256,Negative
It's not functional at all. It keeps saying "error". Unable to activate.,1,7/13/2024,Bank of Abyssinia,Google Play,-0.4019,Negative
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues ?????????,1,7/13/2024,Bank of Abyssinia,Google Play,0,Neutral
The new app is very good,5,7/13/2024,Bank of Abyssinia,Google Play,0.4927,Positive
It's very good but sometimes isn't work probably,5,7/12/2024,Bank of Abyssinia,Google Play,0.2724,Positive
It doesn't work,1,7/12/2024,Bank of Abyssinia,Google Play,0,Neutral
·?≠·?´·?Ω ·?†·?≠·?ê·ç?·?ù,1,7/12/2024,Bank of Abyssinia,Google Play,0,Neutral
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,7/12/2024,Bank of Abyssinia,Google Play,0.0083,Neutral
The worst mobile banking app,1,7/11/2024,Bank of Abyssinia,Google Play,-0.6249,Negative
It is not fast,3,7/11/2024,Bank of Abyssinia,Google Play,0,Neutral
Useless,1,7/11/2024,Bank of Abyssinia,Google Play,-0.4215,Negative
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,7/11/2024,Bank of Abyssinia,Google Play,-0.6908,Negative
·??·?®,5,7/10/2024,Bank of Abyssinia,Google Play,0,Neutral
Too late!,1,7/10/2024,Bank of Abyssinia,Google Play,0,Neutral
No work,5,7/10/2024,Bank of Abyssinia,Google Play,-0.296,Negative
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5??ç?èª",5,7/9/2024,Bank of Abyssinia,Google Play,0.8793,Positive
After update it doesn't work well,2,7/9/2024,Bank of Abyssinia,Google Play,-0.2057,Negative
Error occurred try again for 5 days tele birr user not found ·??·?´·?¥ ·?†·?ù·?§,1,7/8/2024,Bank of Abyssinia,Google Play,-0.4019,Negative
Good but Very slow.,1,7/8/2024,Bank of Abyssinia,Google Play,0.2382,Positive
Very good app,5,7/7/2024,Bank of Abyssinia,Google Play,0.4927,Positive
"It is so bad apps ,it doesn't work",1,7/6/2024,Bank of Abyssinia,Google Play,-0.6696,Negative
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,7/6/2024,Bank of Abyssinia,Google Play,0.4939,Positive
It usually crashes and unable to process also it request to off the developer options,1,7/5/2024,Bank of Abyssinia,Google Play,0,Neutral
Miliyone.,5,7/5/2024,Bank of Abyssinia,Google Play,0,Neutral
Workneh girmamo,5,7/5/2024,Bank of Abyssinia,Google Play,0,Neutral
??è??è??è,5,7/5/2024,Bank of Abyssinia,Google Play,0,Neutral
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,7/4/2024,Bank of Abyssinia,Google Play,-0.2115,Negative
Is it even working these days? Please check it.,1,7/4/2024,Bank of Abyssinia,Google Play,0.3182,Positive
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,7/4/2024,Bank of Abyssinia,Google Play,0,Neutral
Please make it functional.,5,7/3/2024,Bank of Abyssinia,Google Play,0.3182,Positive
its best app but its don't working in poor connection area so,5,7/3/2024,Bank of Abyssinia,Google Play,0.7123,Positive
Please Recover thank you,5,7/2/2024,Bank of Abyssinia,Google Play,0.5859,Positive
This app doesn't work,1,6/30/2024,Bank of Abyssinia,Google Play,0,Neutral
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,6/27/2024,Bank of Abyssinia,Google Play,0.5647,Positive
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,6/27/2024,Bank of Abyssinia,Google Play,0,Neutral
It demands to disable developer option.,1,6/27/2024,Bank of Abyssinia,Google Play,0,Neutral
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,6/26/2024,Bank of Abyssinia,Google Play,-0.8221,Negative
Open Open service,5,6/26/2024,Bank of Abyssinia,Google Play,0,Neutral
·?†·ç? ·?†·?£·?ù ·?†·?µ·?∏·??·?™ ·??·??·?ç,1,6/25/2024,Bank of Abyssinia,Google Play,0,Neutral
Its not working.,1,6/24/2024,Bank of Abyssinia,Google Play,0,Neutral
"Riddled with crashes, cant use it anymore. Very frustrating!",1,6/20/2024,Bank of Abyssinia,Google Play,-0.54,Negative
Always error occured. The worst app ever,1,6/20/2024,Bank of Abyssinia,Google Play,-0.7783,Negative
·?®·??·?? ·?µ·?ç·?? ·?£·??·?≠ ·?®·??·?≠·?†·?†·?? ·?µ·??·?ù·?ù·?ù·?ù ·?´·?? App.... ·??·?ç·?ç·?ç ·?ê·?ç ·?´·?®·??·?ù ??°??°??°,1,6/20/2024,Bank of Abyssinia,Google Play,0,Neutral
Excellent service,5,6/19/2024,Bank of Abyssinia,Google Play,0.5719,Positive
It's not convenient,1,6/17/2024,Bank of Abyssinia,Google Play,0,Neutral
meskelu Metku,5,6/17/2024,Bank of Abyssinia,Google Play,0,Neutral
Verry nice,5,6/17/2024,Bank of Abyssinia,Google Play,0.4215,Positive
It has become the most unreliable mibile banking app ever.,1,6/16/2024,Bank of Abyssinia,Google Play,0,Neutral
"·?†·??·?ç·?¨·?Ω·?? ·?†·?Å·??·?ù ·?ê·??·?≠ ·?•·?© ·?ê·??,·?ê·??·?≠ ·?ç·?? Network ·?†·?£·?ù ·?ê·?? ·?•·??·?´·?µ·?∏·??·?®·?ç",2,6/13/2024,Bank of Abyssinia,Google Play,0,Neutral
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,6/13/2024,Bank of Abyssinia,Google Play,-0.6742,Negative
Really Bank,5,6/12/2024,Bank of Abyssinia,Google Play,0,Neutral
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,6/11/2024,Bank of Abyssinia,Google Play,0.7717,Positive
The app is not good need a few work,3,6/11/2024,Bank of Abyssinia,Google Play,-0.3412,Negative
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,6/11/2024,Bank of Abyssinia,Google Play,-0.7964,Negative
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,6/10/2024,Bank of Abyssinia,Google Play,-0.7929,Negative
You are beutiful,5,6/9/2024,Bank of Abyssinia,Google Play,0,Neutral
The best app,5,6/6/2024,Bank of Abyssinia,Google Play,0.6369,Positive
·?†·?≠·?∞·?´·?ù ·?†·ç? ·??·?ù·??·?µ·?ê·?ç,1,6/6/2024,Bank of Abyssinia,Google Play,0,Neutral
Awful,1,6/6/2024,Bank of Abyssinia,Google Play,-0.4588,Negative
Developer option to be off really,1,6/6/2024,Bank of Abyssinia,Google Play,0,Neutral
Good app boa,5,6/6/2024,Bank of Abyssinia,Google Play,0.4404,Positive
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,6/6/2024,Bank of Abyssinia,Google Play,-0.7351,Negative
"Worest app, it cannot be downloaded",2,6/5/2024,Bank of Abyssinia,Google Play,0,Neutral
??≠??≠??≠??≠??≠??≠??≠,1,6/5/2024,Bank of Abyssinia,Google Play,-0.967,Negative
slow only some times the wey it is veary nice app,5,6/5/2024,Bank of Abyssinia,Google Play,0.4215,Positive
ok yes,5,6/4/2024,Bank of Abyssinia,Google Play,0.5994,Positive
It's nice apps,1,6/4/2024,Bank of Abyssinia,Google Play,0.4215,Positive
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,6/3/2024,Bank of Abyssinia,Google Play,-0.3382,Negative
Excited by your service,5,6/2/2024,Bank of Abyssinia,Google Play,0.34,Positive
Kerfafa new,1,6/1/2024,Bank of Abyssinia,Google Play,0,Neutral
ABDU MUDESR,2,6/1/2024,Bank of Abyssinia,Google Play,0,Neutral
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,5/31/2024,Bank of Abyssinia,Google Play,-0.5673,Negative
It is Good to save time ??????,3,5/31/2024,Bank of Abyssinia,Google Play,0.9543,Positive
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,5/30/2024,Bank of Abyssinia,Google Play,-0.5006,Negative
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,5/29/2024,Bank of Abyssinia,Google Play,0,Neutral
Ayseram,1,5/28/2024,Bank of Abyssinia,Google Play,0,Neutral
Worst banking app ever,1,5/28/2024,Bank of Abyssinia,Google Play,-0.6249,Negative
not bad,1,5/26/2024,Bank of Abyssinia,Google Play,0.431,Positive
I can't use the app unless I turn off developer mode?? What kind of stupid rule is that?? The worst experience for a banking app!!,1,5/26/2024,Bank of Abyssinia,Google Play,-0.8844,Negative
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,6/7/2025,Dashen Bank,Google Play,0.5106,Positive
love,3,6/6/2025,Dashen Bank,Google Play,0.6369,Positive
·??·?∏·?∏·?†,5,6/3/2025,Dashen Bank,Google Play,0,Neutral
gadaa,5,6/1/2025,Dashen Bank,Google Play,0,Neutral
Massive upgrade from the Amole app.,5,5/31/2025,Dashen Bank,Google Play,0,Neutral
very good for this app,5,5/31/2025,Dashen Bank,Google Play,0.4927,Positive
top,5,5/31/2025,Dashen Bank,Google Play,0.2023,Positive
this app better than Amole . but the biometric on new update doesn't work,4,5/31/2025,Dashen Bank,Google Play,0.2382,Positive
wow to it saff and this app,5,5/30/2025,Dashen Bank,Google Play,0.5859,Positive
it too slow,3,5/29/2025,Dashen Bank,Google Play,0,Neutral
·?≥·?Ω·?? ·?£·??·?≠ ·?≠·??·?´·?ç,4,5/28/2025,Dashen Bank,Google Play,0,Neutral
real life changer,5,5/28/2025,Dashen Bank,Google Play,0,Neutral
nice application,5,5/27/2025,Dashen Bank,Google Play,0.4215,Positive
useless app ever loading take long,1,5/27/2025,Dashen Bank,Google Play,-0.4215,Negative
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,5/26/2025,Dashen Bank,Google Play,0.979,Positive
very useful App,1,5/26/2025,Dashen Bank,Google Play,0.4927,Positive
"Simple, robust features? Yes, please! But the endless loading screen killed the fun‚??I couldn‚??t use it for days. Fix the glitch, and I‚??ll yeet a higher rating!",2,5/26/2025,Dashen Bank,Google Play,-0.6842,Negative
Wawww,5,5/24/2025,Dashen Bank,Google Play,0,Neutral
it is good but some times says duplicate transaction why?,5,5/24/2025,Dashen Bank,Google Play,0.2382,Positive
very Nice,5,5/23/2025,Dashen Bank,Google Play,0.4754,Positive
its best,5,5/23/2025,Dashen Bank,Google Play,0.6369,Positive
it is not as good as to the other mobile bank app.,1,5/22/2025,Dashen Bank,Google Play,-0.3412,Negative
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,5/22/2025,Dashen Bank,Google Play,0.9817,Positive
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,5/20/2025,Dashen Bank,Google Play,0.631,Positive
The best app ever in finance sector,5,5/18/2025,Dashen Bank,Google Play,0.6369,Positive
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,5/18/2025,Dashen Bank,Google Play,0.5554,Positive
dashen bank or dashen super app?,1,5/17/2025,Dashen Bank,Google Play,0.5994,Positive
wowwwe app,5,5/17/2025,Dashen Bank,Google Play,0,Neutral
Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing " please try again ",2,5/17/2025,Dashen Bank,Google Play,-0.0258,Neutral
always lagging,1,5/16/2025,Dashen Bank,Google Play,-0.2732,Negative
Amazing Application...,5,5/16/2025,Dashen Bank,Google Play,0.5859,Positive
"Dashen bank app is very good, but sometimes it is not working well",5,5/15/2025,Dashen Bank,Google Play,-0.0321,Neutral
its my choice,5,5/15/2025,Dashen Bank,Google Play,0,Neutral
wow apo,5,5/15/2025,Dashen Bank,Google Play,0.5859,Positive
awesome app keep going,5,5/14/2025,Dashen Bank,Google Play,0.6249,Positive
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,5/14/2025,Dashen Bank,Google Play,0.25,Positive
Game changer,5,5/13/2025,Dashen Bank,Google Play,0,Neutral
Totally amazing,5,5/13/2025,Dashen Bank,Google Play,0.624,Positive
super ???,5,5/13/2025,Dashen Bank,Google Play,0.7845,Positive
what a helpful app!!!!,5,5/13/2025,Dashen Bank,Google Play,0.6083,Positive
"To be honest, best banking and lifestyle app in Ethiopia.",5,5/12/2025,Dashen Bank,Google Play,0.8176,Positive
fast,5,5/12/2025,Dashen Bank,Google Play,0,Neutral
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,5/12/2025,Dashen Bank,Google Play,0,Neutral
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,5/10/2025,Dashen Bank,Google Play,0.8316,Positive
Amazing app super easy to use and best design. loved it.,5,5/9/2025,Dashen Bank,Google Play,0.9623,Positive
its the best ever,5,5/9/2025,Dashen Bank,Google Play,0.6369,Positive
excellent game changer App,5,5/8/2025,Dashen Bank,Google Play,0.5719,Positive
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,5/3/2025,Dashen Bank,Google Play,0.8151,Positive
it seems me logging out within minutes,1,5/3/2025,Dashen Bank,Google Play,0,Neutral
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,5/3/2025,Dashen Bank,Google Play,0.0258,Neutral
yes i want dashen super open,5,5/2/2025,Dashen Bank,Google Play,0.7845,Positive
Best App,5,5/2/2025,Dashen Bank,Google Play,0.6369,Positive
faster than this version,5,5/1/2025,Dashen Bank,Google Play,0,Neutral
"Best UI mobile banking app, props to design team",5,4/30/2025,Dashen Bank,Google Play,0.6369,Positive
bad.,1,4/30/2025,Dashen Bank,Google Play,-0.5423,Negative
Dashen bank always one step ahead,5,4/30/2025,Dashen Bank,Google Play,0,Neutral
dashen super app is secure band very easy,5,4/29/2025,Dashen Bank,Google Play,0.8588,Positive
It is very fast and secured mobile banking app! I like this app!,5,4/29/2025,Dashen Bank,Google Play,0.7225,Positive
best app I have ever seen,5,4/29/2025,Dashen Bank,Google Play,0.6369,Positive
best of best,5,4/29/2025,Dashen Bank,Google Play,0.8555,Positive
Its slow when i try to see the Recent Transaction and stucked,1,4/28/2025,Dashen Bank,Google Play,0,Neutral
wowslnwoooo wowwww amazing !!!!!!!!,5,4/28/2025,Dashen Bank,Google Play,0.7156,Positive
wow appl,5,4/28/2025,Dashen Bank,Google Play,0.5859,Positive
why do i have to change a pin number i use my finger print so dummy,1,4/27/2025,Dashen Bank,Google Play,0.0772,Positive
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,4/25/2025,Dashen Bank,Google Play,0.5994,Positive
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,4/24/2025,Dashen Bank,Google Play,0.34,Positive
Very easy and Fast.,5,4/24/2025,Dashen Bank,Google Play,0.4927,Positive
Incomparably user-friendly and fast app for mobile banking.,5,4/24/2025,Dashen Bank,Google Play,0,Neutral
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,4/24/2025,Dashen Bank,Google Play,-0.7156,Negative
execellent,5,4/24/2025,Dashen Bank,Google Play,0,Neutral
"This super app is a total game-changer‚??fast, reliable, and packed with everything I need in one place. It‚??s seamless and super convenient. Love it!""",5,4/23/2025,Dashen Bank,Google Play,0.923,Positive
All in One ‚?çÔ∏èsecure ‚?çÔ∏èreliable ‚?çÔ∏èconvenient. Digital banking game changer!!,5,4/23/2025,Dashen Bank,Google Play,0,Neutral
it is incredible product.,5,4/23/2025,Dashen Bank,Google Play,0,Neutral
"I'm really impressed with this app! It‚??s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,4/23/2025,Dashen Bank,Google Play,0.8461,Positive
"It's an amazing app, experience it!!",5,4/23/2025,Dashen Bank,Google Play,0.658,Positive
This is the best banking app ever. I recommend everyone to use it.,5,4/23/2025,Dashen Bank,Google Play,0.7717,Positive
It is the best application!!!,5,4/22/2025,Dashen Bank,Google Play,0.7249,Positive
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,4/22/2025,Dashen Bank,Google Play,0,Neutral
its features are so dynamic,5,4/22/2025,Dashen Bank,Google Play,0.5214,Positive
fast &Friendly user Application.,5,4/22/2025,Dashen Bank,Google Play,0.4939,Positive
"Fast, Reliable and User Friendly. Keep it Up",5,4/22/2025,Dashen Bank,Google Play,0.4939,Positive
"#dashen super app is easy to use, secure & fast transaction??ç",5,4/22/2025,Dashen Bank,Google Play,0.9042,Positive
i love this app esp 3 click that make e-commerce easier and convinient.,5,4/22/2025,Dashen Bank,Google Play,0.7906,Positive
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,4/22/2025,Dashen Bank,Google Play,0.8591,Positive
Great for everyday banking and payments on the go,5,4/22/2025,Dashen Bank,Google Play,0.6249,Positive
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ·?≥·?∏·?? ·?£·??·?≠ ·?†·??·?µ ·?•·?≠·?ù·?? ·??·?≥·??·ç¢",5,4/22/2025,Dashen Bank,Google Play,0.9153,Positive
making transactions has never been easier. the new update is just amazing,5,4/22/2025,Dashen Bank,Google Play,0.3544,Positive
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,4/22/2025,Dashen Bank,Google Play,0.4404,Positive
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,4/22/2025,Dashen Bank,Google Play,0.7269,Positive
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,4/22/2025,Dashen Bank,Google Play,0,Neutral
Convenient!,5,4/22/2025,Dashen Bank,Google Play,0,Neutral
It is an amazing application that meets the needs of customers.,5,4/22/2025,Dashen Bank,Google Play,0.5859,Positive
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,4/22/2025,Dashen Bank,Google Play,0.5707,Positive
the best Supper App ever,5,4/22/2025,Dashen Bank,Google Play,0.6369,Positive
"This is the best app ever, when is it planned to include digital lending and gasification?",5,4/22/2025,Dashen Bank,Google Play,0.6369,Positive
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,4/22/2025,Dashen Bank,Google Play,0.9042,Positive
Dashen bank is my number one choice,5,4/22/2025,Dashen Bank,Google Play,0.0772,Positive
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,4/22/2025,Dashen Bank,Google Play,0.8225,Positive
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,4/21/2025,Dashen Bank,Google Play,0.8516,Positive
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,4/21/2025,Dashen Bank,Google Play,0.9076,Positive
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,4/21/2025,Dashen Bank,Google Play,0.7269,Positive
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,4/21/2025,Dashen Bank,Google Play,0.7639,Positive
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,4/21/2025,Dashen Bank,Google Play,0.875,Positive
"Dashen Super App is a game-changer! It‚??s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,4/21/2025,Dashen Bank,Google Play,0.9758,Positive
Easy to use and has many options. It is the best financial app I have ever used.,5,4/21/2025,Dashen Bank,Google Play,0.7964,Positive
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,4/21/2025,Dashen Bank,Google Play,0.7257,Positive
"One of the best digital platforms I‚??ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,4/21/2025,Dashen Bank,Google Play,0.7639,Positive
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,4/21/2025,Dashen Bank,Google Play,0,Neutral
Very convenient,5,4/21/2025,Dashen Bank,Google Play,0,Neutral
"The user experience is seamless, and everything just works perfectly right out of the box. I can‚??t believe how much time and effort it saves me every day.",5,4/21/2025,Dashen Bank,Google Play,0.6369,Positive
wawwwww what nice super app !!keep it up dashen bank !!,5,4/21/2025,Dashen Bank,Google Play,0.8346,Positive
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,4/21/2025,Dashen Bank,Google Play,0.6892,Positive
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,4/21/2025,Dashen Bank,Google Play,0.8669,Positive
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,4/21/2025,Dashen Bank,Google Play,0.7934,Positive
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,4/21/2025,Dashen Bank,Google Play,0.8111,Positive
one of the best digital platforms I‚??ve used! From smooth transactions to a seamless shopping experie,5,4/21/2025,Dashen Bank,Google Play,0.6696,Positive
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,4/21/2025,Dashen Bank,Google Play,0.5994,Positive
Excellent app.,5,4/21/2025,Dashen Bank,Google Play,0.5719,Positive
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,4/21/2025,Dashen Bank,Google Play,0.5994,Positive
thanks again,5,4/21/2025,Dashen Bank,Google Play,0.4404,Positive
Super Easy To Use and Fast Transaction.,5,4/21/2025,Dashen Bank,Google Play,0.7783,Positive
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement ??è??è??è",5,4/21/2025,Dashen Bank,Google Play,0.8271,Positive
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,4/21/2025,Dashen Bank,Google Play,0.941,Positive
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It‚??s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,4/21/2025,Dashen Bank,Google Play,0.8039,Positive
what an App,5,4/21/2025,Dashen Bank,Google Play,0,Neutral
The new e-commerce feature is incredibly amazing and user friendly.,5,4/21/2025,Dashen Bank,Google Play,0.807,Positive
